variable,x,y
2m_dewpoint_temperature,-3.034765625,0.03486434742808342
2m_dewpoint_temperature,-3.025261343383789,0.03486434742808342
2m_dewpoint_temperature,-3.015757061767578,0.03486434742808342
2m_dewpoint_temperature,-3.006252780151367,0.03486434742808342
2m_dewpoint_temperature,-2.996748498535156,0.03486434742808342
2m_dewpoint_temperature,-2.987244216918945,0.03486434742808342
2m_dewpoint_temperature,-2.9777399353027345,0.03486434742808342
2m_dewpoint_temperature,-2.9682356536865235,0.03486434742808342
2m_dewpoint_temperature,-2.9587313720703126,0.03486434742808342
2m_dewpoint_temperature,-2.9492270904541016,0.03486434742808342
2m_dewpoint_temperature,-2.9397228088378906,0.03486434742808342
2m_dewpoint_temperature,-2.9302185272216796,0.03486434742808342
2m_dewpoint_temperature,-2.9207142456054687,0.03486434742808342
2m_dewpoint_temperature,-2.9112099639892577,0.03486434742808342
2m_dewpoint_temperature,-2.9017056823730467,0.03486434742808342
2m_dewpoint_temperature,-2.8922014007568357,0.03486434742808342
2m_dewpoint_temperature,-2.8826971191406248,0.03486434742808342
2m_dewpoint_temperature,-2.873192837524414,0.03486434742808342
2m_dewpoint_temperature,-2.8636885559082033,0.03486434742808342
2m_dewpoint_temperature,-2.8541842742919923,0.03486434742808342
2m_dewpoint_temperature,-2.8446799926757813,0.03486434742808342
2m_dewpoint_temperature,-2.8351757110595703,0.03486434742808342
2m_dewpoint_temperature,-2.8256714294433594,0.03486434742808342
2m_dewpoint_temperature,-2.8161671478271484,0.03486434742808342
2m_dewpoint_temperature,-2.8066628662109374,0.03486434742808342
2m_dewpoint_temperature,-2.7971585845947264,0.03486434742808342
2m_dewpoint_temperature,-2.7876543029785155,0.03486434742808342
2m_dewpoint_temperature,-2.7781500213623045,0.03486434742808342
2m_dewpoint_temperature,-2.7686457397460935,0.03486434742808342
2m_dewpoint_temperature,-2.759141458129883,0.03486434742808342
2m_dewpoint_temperature,-2.749637176513672,0.03486434742808342
2m_dewpoint_temperature,-2.740132894897461,0.03486434742808342
2m_dewpoint_temperature,-2.73062861328125,0.03486434742808342
2m_dewpoint_temperature,-2.721124331665039,0.03486434742808342
2m_dewpoint_temperature,-2.711620050048828,0.03486434742808342
2m_dewpoint_temperature,-2.702115768432617,0.03486434742808342
2m_dewpoint_temperature,-2.692611486816406,0.03486434742808342
2m_dewpoint_temperature,-2.683107205200195,0.03486434742808342
2m_dewpoint_temperature,-2.673602923583984,0.03486434742808342
2m_dewpoint_temperature,-2.6640986419677732,0.03486434742808342
2m_dewpoint_temperature,-2.6545943603515623,0.03486434742808342
2m_dewpoint_temperature,-2.6450900787353513,0.03486434742808342
2m_dewpoint_temperature,-2.6355857971191403,0.035255130380392075
2m_dewpoint_temperature,-2.6260815155029293,0.036449939012527466
2m_dewpoint_temperature,-2.616577233886719,0.03767901286482811
2m_dewpoint_temperature,-2.607072952270508,0.03894303739070892
2m_dewpoint_temperature,-2.597568670654297,0.04024280607700348
2m_dewpoint_temperature,-2.588064389038086,0.041579026728868484
2m_dewpoint_temperature,-2.578560107421875,0.042952436953783035
2m_dewpoint_temperature,-2.569055825805664,0.04436377063393593
2m_dewpoint_temperature,-2.559551544189453,0.04581378027796745
2m_dewpoint_temperature,-2.550047262573242,0.0473032109439373
2m_dewpoint_temperature,-2.540542980957031,0.048832766711711884
2m_dewpoint_temperature,-2.5310386993408205,0.050403278321027756
2m_dewpoint_temperature,-2.5215344177246095,0.052015457302331924
2m_dewpoint_temperature,-2.5120301361083985,0.05367005243897438
2m_dewpoint_temperature,-2.5025258544921876,0.05536781623959541
2m_dewpoint_temperature,-2.4930215728759766,0.057109490036964417
2m_dewpoint_temperature,-2.4835172912597656,0.0588957779109478
2m_dewpoint_temperature,-2.4740130096435546,0.06072750687599182
2m_dewpoint_temperature,-2.4645087280273437,0.06260538101196289
2m_dewpoint_temperature,-2.4550044464111327,0.06453011929988861
2m_dewpoint_temperature,-2.4455001647949217,0.06650246679782867
2m_dewpoint_temperature,-2.4359958831787107,0.06852313131093979
2m_dewpoint_temperature,-2.4264916015624998,0.07059283554553986
2m_dewpoint_temperature,-2.416987319946289,0.0727122351527214
2m_dewpoint_temperature,-2.407483038330078,0.0748821273446083
2m_dewpoint_temperature,-2.3979787567138673,0.0771031528711319
2m_dewpoint_temperature,-2.3884744750976563,0.0793759897351265
2m_dewpoint_temperature,-2.3789701934814453,0.08170130103826523
2m_dewpoint_temperature,-2.3694659118652344,0.08407973498106003
2m_dewpoint_temperature,-2.3599616302490234,0.08651188760995865
2m_dewpoint_temperature,-2.3504573486328124,0.08899848163127899
